Company Name,Experience With SBIR Program
STRAND SOFTWARE,7
Idolon Technologies,7
XCOR Aerospace,7
"Aero-plasma, Inc.",7
Iasis Molecular Sciences INC.,7
STRATACOR INC,7
Procedyne Corp,7
Rocky Mountain Behavioral,7
"Multiscale Design Systems, LLC",7
"PhD Research Group, Inc.",7
PETROLERN LLC,7
General Oceanics Inc,7
"GENACO BIOMEDICAL PRODUCTS, INC.",7
Sonomotion Inc.,7
3DSIM LLC,7
"IBC ADVANCED TECHNOLOGIES, INC",7
Hybridoma Sciences Inc.,7
SABER ASTRONAUTICS LLC,7
"Mod Works Engineering, Inc.",7
Sonsight Inc,7
FZATA INC,7
Structural Analysis,7
"Agile Mind, Inc.",7
"ID FISH TECHNOLOGY, INC.",7
"STONY CREEK COLORS, INC.",7
MUPLUS INC,7
"AeroDynamic Solutions, Inc.",7
Energy Intl Inc,7
"Tahoe RF Semiconductor Inc.,",7
3DFlexible Inc,7
"STUDIO KINECTION, INC.",7
Processing Research Inc,7
"ProSpect Photonics, Inc.",7
"PHOENIX PHARMACOLOGICS, INC.",7
"ZYMERA, INC.",7
STOELTING COMPANY,7
"Bioserve Biotechnologies, Ltd.",7
"Genetic Therapy, Inc.",7
"BINACHIP, INC.",7
"Modumetal, Inc.",7
"XFIBRA, LLC",7
Micro Craft Inc.,7
"SORRENTO THERAPEUTICS, INC.",7
"ENDOPROTECH, INC.",7
"Biostar Medical Products, Inc",7
"Full Spectrum Technologies, Inc.",7
T3 SCIENTIFIC LLC ,7
0 BASE DESIGN LLC,7
"Embody, Inc.",7
"GeneCapture, Inc.",7
"SORDAL, INC.",7
ENKIA CORP.,7
Molecular Diagnostic Systems,7
"GCFREE, INC.",7
"United Science, LLC",7
Space Electronics Inc.,7
Strata Various Product Design,7
"PROFILE DIAGNOSTIC SCIENCES, INC",7
"Soneticom, Inc.",7
"Zynaxis, Inc.",7
BioRealm LLC,7
Sonata Scientific,7
"BioTime, Inc.",7
Micrilor Inc,7
"AgraQuest, Inc.",7
Af Sammer Corp.,7
PROFESSIONAL ANALYTICAL AND CONSULTING SERVICES INC,7
"T.E.A.M., INC.",7
"Functional Coating Technology, LLC",7
TRANSPARENT ARMOR SOLUTIONS INC.,6
"Kinea Design, LLC",6
Crew Systems Consultants,6
SERIONIX,6
"Zymtronix Catalytic Systems, Inc.",6
"Lowell Digisonde International, LLC",6
"COVA TECHNOLOGIES, INC.",6
Austin Data Management Associa,6
"THESUS LOGIC, INC.",6
"Visidyne, Inc.",6
"Nymirum, Inc.",6
"NeuroSigma, Inc.",6
"Visikol, Inc.",6
Knowledge Systems Inc.,6
"LUCID CIRCUIT, INC.",6
Sesco,6
"AUTOMATIKA, INC.",6
"KIONIX, INC.",6
"Lucira Health, Inc.",6
"THERMOPLASTIC COMPOSITE DESIGN, INC.",6
"ARCOMAC SURFACE ENGINEERING, LLC",6
"CRAFT ENGINEERING ASSOC., INC.",6
"CreCare, LLC",6
GOOFYFOOT LABS LLC,6
"SEQUOIA SCIENCES, INC.",6
"2PHASE TECHNOLOGIES, INC.",6
Clear Corporation,6
Sergei Krivoshlykov,6
"STARMARK, INC.",6
2W ITech LLC,6
"Starship Health Technologies, LLC",6
Kinnami Software Corporation,6
"KINETIC CERAMICS, LLC",6
"NuPotential, Inc.",6
Goldfinch Sensor Technologies and Analytics LLC,6
PowerWorld Corporation,6
Zerad LLC ,6
"Acctek Associates, Inc.",6
"AUREOGEN, INC.",6
"NVIS, INC.",6
"RED WING TECHNOLOGIES, INC.",6
LRK Associates,6
"ARCHCOM TECHNOLOGY, INC.",6
"Long Electromagnetics, Inc.",6
SEGUE CORPORATION,6
"CLARAGEN, INC.",6
"Gen Nine, Inc.",6
AVANIR PHARMACEUTICALS,6
"CUSTOM ELECTRONICS, INC.",6
Stratton Composite Solutions,6
GEM Pharmaceuticals ,6
"Strategic Insight, Ltd.",6
"AVANTI POLAR LIPIDS, INC.",6
"Ocutech, Inc.",6
Apricity Therapeutics,6
"Circle Optics, Inc.",6
"TheraTarget, Inc.",6
ZeCoat Corporation,6
"Neurolux, Inc.",6
"Aps Technology, Inc.",6
"Gemini Computers, Inc.",6
Sheeta Global Tech Corp.,6
"AUXAGEN, INC.",6
Greenbriar Systems Inc.,6
Luminomics Inc.,6
"City Labs, Inc.",6
"Prokaryotics, Inc.",6
"GC Holdings, Inc.",6
"Poseidon Systems, LLC",6
SHERIDAN SOLUTIONS LLC,6
Actuarial Research Corporation,6
Actoprobe LLC,6
Ohmicron Corp.,6
FEMTOSCAN CORP.,6
"Cyberneutics, Inc.",6
FENRIS TECHNOLOGY,6
Polysentry Inc.,6
Z4 Energy Systems,6
"Scribe Biosciences, Inc.",6
"POM GROUP, INC.",6
"FERRIC, INC.",6
"POOLE VENTURA, INC.",6
"FERX, INC.",6
Cvd Inc,6
"THERAMETRIC TECHNOLOGIES, INC.",6
"LYBRADYN, INC.",6
"Cutting Edge Optronics, Inc.",6
"FIBROGEN, INC.",6
Gate Fuels Incorporated,6
"CUE BIOTECH, INC.",6
Promia Incorporated,6
"Final Frontier Design, LLC ",6
CRYOCRATE LLC,6
"Lumedica, Inc ",6
"GRASSROOTS BIOTECHNOLOGY, INC.",6
"Power Spectra, Inc.",6
AQUILUS PHARMACEUTICALS INC,6
"STAR ENTERPRISES, INC.",6
POWER SUPERCONDUCTOR APPLICATIONS CORP.,6
"Kerberos International, Inc.",6
"O.N. DIAGNOSTICS, LLC",6
"CROSS TRAC ENGINEERING, INC.",6
Acoustech Corporation,6
FIREFLY PHOTONICS LLC,6
Ketron Inc,6
Claremont Biosolutions LLC,6
O&#039;donnell Consulting Engineers,6
"SEST, INC.",6
"NUGENT, MICHAEL ALEXANDER",6
"Lumicell, Inc.",6
VISDEX CORP,6
"Receptorpro, Inc.",6
REB Research &amp; Consulting Co,6
"Green Revolution Cooling, Inc.",6
Potomac Research Inc.,6
Thermal Electric Devices Inc.,6
"Standard Object Systems, Inc.",6
CivaTech Oncology Inc.,6
"OCEAN OPTICS, INC.",6
W Peter Trower Inc.,6
"OCATA THERAPEUTICS, INC.",6
"Cs3, Inc.",6
POWER &amp; ENERGY,6
KDC Technology Corporation,6
Autonomous Technologies Corp.o,6
"Acrion Technologies, Inc.",6
OBRIEN &amp; ASSOC.,6
"LUMIDIGM, INC.",6
"Kdt Industries, Inc.",6
"Praxis, Inc.",6
"Stellar Exploration, Inc.",6
Koba Associates,6
COMPUTATIONAL ENGINEERING INTERNATIONAL,6
A/g Technology Corp.,6
"Computer Motion, Inc.",6
"Geo-microbial Technologies, In",6
"Rem Chemicals, Inc.",6
"Summit Safety, Inc",6
SEMTAS CORP.,6
"Semquest, Inc.",6
"Noise Control Engineering, LLC",6
Linknet,6
"TRANSGENOMIC, INC.",6
Compudrive Corp,6
"A.U. Software, Incorporated",6
COGNITION CORP.,6
"PRIME SOLUTIONS GROUP, INCORPORATED",6
"NLogic, LLC",6
"PROTEIN DISCOVERY, INC.",6
"Summit Information Solutions, Inc.",6
Assurance Technology Corporation ,6
"GEO-SPIDER, INCORPORATED",6
Summit Technology Laboratory,6
PROBETEX INC,6
Asier Technology Corporation,6
Ascent Technology,6
JPAnalytics LLC,6
"FUZETRON, Inc",6
"FPoliSolutions, LLC",6
"TIPTEK, LLC",6
TIRF Technologies,6
"Sensatek Propulsion Technology, Inc.",6
FUTURE TEK USA CORP.,6
"Asclepix Therapeutics, Inc.",6
"COECARE.COM, LLC",6
"TISSUE GENETICS, INC.",6
Tracer Technologies,6
SUN BIOMEDICAL TECHNOLOGIES,6
Concept Analysis Corp,6
"PROTEIN EXPRESS, INC.",6
RELIABLE SYSTEM SERVICES CORP.,6
"GENERATION BIOTECH, LLC",6
"LEVEN, INC.",6
"GENETEX, INC.",6
LEXEO Therapeutics LLC,6
COMBUSTION PROPULSION &amp; BALLISTIC TECHNOLOGY CORP.,6
"VISUS, LLC",6
TOWNSEND SCIENCE &amp; ENGINEERING,6
"VISUALYTICS, LLC",6
"LIGHTBRIDGE HEALTHCARE RESEARCH, INC.",6
Coherent Research Inc.,6
"ZONAGEN, INC.",6
"PRIZM PHARMACEUTICALS, INC.",6
"Renewable Alternatives, LLC ",6
"NEXTRAST, INC",6
"Lighting Innovations, LLC",6
"PROSPECTIVE COMPUTER ANALYSTS, INC.",6
"PRIVO TECHNOLOGIES, LLC",6
"Atlantic Consulting Services, Inc.",6
"PRIORIA ROBOTICS HOLDINGS, INC.",6
"NEXUS PHOTONICS, LLC",6
Fuceltech Inc,6
"VISUAL SCIENCES, INC.",6
Night Vision Corp,6
"GENOME EXPLORATION, INC.",6
Astrapi Corporation,6
"Coherent Navigation, Inc.",6
"Nirvana Sciences, Inc.",6
Princeton Biomeditech,6
"GENTEL BIO SCIENCES, INC.",6
GENSTAR THERAPEUTICS,6
Linguastat,6
"FRICTION STIR LINK, INC.",6
"COMMUNICATIONS &amp; EAR PROTECTION, INC.",6
"Stone Ridge Technology, Inc.",6
Communication Intelligence,6
"Licom Technologies, Inc.",6
Front Range Sci Computatio,6
A &amp; P TECHNOLOGY,6
"ATLAS Space Operations, Inc.",6
Nimble Assessment Systems,6
Life Technologies ,6
SELENIUM LTD,6
FRONTIER ENGINEERING,6
"PROTEIN SOLUTIONS, INC.",6
GEOSITE INC.,6
"Liquidmetal Technologies, Inc.",6
PROFESSIONAL SERVICES GROUP,6
Academic Pharmaceuticals Inc,6
"FOCIA, RONALD J",6
"STROMATEC, INC",6
"LOC PERFORMANCE PRODUCTS, INC.",6
"Kuprion, Inc.",6
"SENTECH, INC.",6
Proteovista LLC ,6
"ARM Automation, Inc.",6
Noveratech L.L.C.,6
CML,6
"Core MicroSolutions, Inc.",6
"Senspex, Inc.",6
LMN CONSULTING,6
FOLDED STRUCTURES COMPANY LLC,6
"GALA DESIGN, INC.",6
GAL TECH WOUND THERAPIES,6
"Stem Pharm, Incorporated",6
"NEW HEALTH SCIENCES, INC.",6
Novoron Bioscience Inc.,6
VOCI TECHNOLOGIES INCORPORATED,6
"CORNERTURN, LLC",6
"FLINT HILLS SCIENTIFIC, LLC",6
"Aura Systems, Inc.orporated",6
"Prb Assoc., Inc.",6
"Glycofi, Inc.",6
"Visionary Products, Inc. ",6
Accessible Designs/Adjustable,6
"Glycobac, LLC ",6
"ACCESS BIO, INC.",6
SeaRobotics Corporation,6
"Superconductivity, Inc.",6
Fluid Physics Ind.,6
Fluidyne Engineering Corp.,6
"CLINICAL SENSORS, INC.",6
"KromaTiD, Inc.",6
Steinbrecher Corp.,6
"CORPORA SYSTEMS, INC.",6
"Stellar Biotechnologies, Inc.",6
"NOVATARG, INC.",6
Arradiance LLC,6
LASER FARE ADVANCED TECHNOLOGY GROUP,6
"SUNI IMAGING MICROSYSTEMS, INC.",6
Gevo Inc.,6
"ARTHROCHIP, LLC",6
Process Technology Inc.,6
Consultants for Environmental System Technologies,6
"GESTALT, LLC",6
ABEOME CORPORATION,6
GEOVISUAL TECHNOLOGIES INC.,6
General Optronics Corp,6
"ARTIS, L.L.C.",6
"LANGUAGE WEAVER, INC.",6
"ARTSCO, INC.",6
"G&amp;C SYSTEMS, INC.",6
"Geotech Instruments, Llc",6
"Geost, Inc.",6
TIMESYS CORP.,6
"GEOSPARK ANALYTICS, INC.",6
"REL, INC.",6
"FORTERRA SYSTEMS, INC.",6
Sensor Concepts Incorporated,6
"NOVADIGM THERAPEUTICS, INC.",6
LITHIUM TECHNOLOGY CORP.,6
LA JOLLA ALCOHOL RESEARCH INC,6
"ARRAYOMICS, INC.",6
"Forcyte Biotechnologies, Inc.",6
"Forell Enterprises, Inc.",6
"GAIA MEDICAL INSTITUTE, LLC, THE",6
"Gaia Herbs, Inc.",6
"PROTEOMTECH, INC.",6
Gilead Sciences Inc.,6
"Tiburon Systems, Inc.",6
"Lai Laboratories, Inc.",6
"Tidewater Consultants, Inc.",6
Little Prairie Services,6
"ARTAIC, LLC",6
VISTA Controls Corporation,6
"GENERAL ENGINEERING &amp; RESEARCH, L.L.C. ",6
"Nous Imaging, Inc.",6
"Gibson-hunt Associates, Ltd",6
"Abalone Bio, Inc.",6
TALLEY DEFENSE SYSTEMS,6
"Cybosoft, General Cybernation Group, Inc.",6
Dura LLC,6
"Technology Applications Group, Inc.",6
Pai Corp,6
"DYNAMIC CLINICAL SYSTEMS, INC.",6
"System Technology Associates, Inc.",6
"System Specialists, Inc.",6
"ALLUVIUM BIOSCIENCES, INC.",6
"Smart Material Solutions, Inc.",6
Xi Magnetics Inc.,6
R*scan Corp,6
System Science Applications,6
HOUSEY PHARMACEUTICAL RESEARCH LAB,6
"Innovative BioSystems, Inc.",6
Wilson Greatbatch Ltd.,6
"Advent Systems, Inc.",6
ALPHATHERA,6
P H TV INC,6
P &amp; J ROBINSON CORP,6
"Innovision, LLC.",6
"R3LOGIC, INC.",6
"ENTANGLEMENT TECHNOLOGIES, INC.",6
"Space Propulsion Group, Inc.",6
"Hotech, Inc.",6
"Dynamic Systems Integration, Inc.",6
"DYNAMIS THERAPEUTICS, INC.",6
Humanetics Corporation,6
Innova Dynamics,6
Space and Defense Systems Inc.,6
Inland Laboratorytories,6
INLIGHTA BIOSCIENCES L.L.C.,6
Inlustra Technologies LLC,6
Inneroptic Technology Incorporated,6
"Engineering Partnership, Ltd",6
E. Heller &amp; Co.,6
SYSTEMS ANALYTICS,6
Xergy Inc.,6
Phoenix Nest Inc.,6
"WIRELESS SENSOR TECHNOLOGIES, LLC",6
Innovative Biologics Inc.,6
E L I A Life Technology Inc,6
"InnovaLight, Inc",6
Dynovas Inc,6
"Phoenix Scientific, Inc",6
"AEGIS BIOSCIENCES, LLC",6
Technology &amp; Management System,6
"ALLEZ PHYSIONIX, LTD",6
"DYNATECH ENGINEERING, INC.",6
Innovations Solutions From Adv,6
"Innovative Advanced Materials, Inc.",6
"Enterprise Sciences, Inc.",6
XIMAX Technologies Corporation Ltd,6
"INRAD OPTICS, INC.",6
"Envirospace Software Research, Inc.",6
"OSI PHARMACEUTICALS, INC.",6
Osemi Inc.,6
Amercom Inc,6
"RADIATION EFFECTS RESEARCH ASSOCIATES, INC",6
"AMERICA&#039;S PHENIX, INC.",6
"Whole Trees, LLC",6
"Dmh Associates, Inc.",6
"OSCILLOSCAPE, LLC",6
Whittinghill Aerospace,6
Photothermal Spectroscopy Corp.,6
American Biotechnology Co,6
INSECTIGEN INC,6
"Advanced Resources International, Inc.",6
PHT CORPORATION,6
Intek Diagnostics Inc.,6
"Telesecurity Sciences, Inc.",6
IntelliChem Inc.,6
Synvax Inc,6
"Orion Enterprises, Inc.",6
HITRON ASSOC.,6
"RADIOPHARMACEUTICAL IMAGING AND DOSIMETRY, LLC",6
"PHYCOTRANSGENICS, LLC",6
"SKIAMETRICS, INC.",6
AMEBAGONE INC,6
"HOBI Labs, Inc.",6
HocusLocus Inc.,6
SLEEPY HOLLOW FARM,6
"Altis Biosystems, Inc.",6
"QD VISION, INC.",6
"TECHVERSE, INC.",6
Inspird Inc.,6
"OVATION INDUSTRIES, INC.",6
Institute Of Molecular,6
"INSTRUCTIONAL SCIENCE &amp; DEVELOPMENT, INC",6
"PHOTONIC SENSOR SYSTEMS, INC.",6
Double Helix Optics Inc,6
"Advanced Technologies, Inc",6
"Enview, Inc.",6
ENVIMETRICS,6
Amber Waves Software,6
"Photonics Systems, Inc.",6
"Environmental Abrasives, LLC",6
ENVIRONMENTAL AEROSCIENCE CORP.,6
Advanced Silicon Group,6
"Dolphin Technology, Inc.",6
Osprey Distributed Control Systems LLC,6
Osmic Inc,6
SP3 CORP.,6
Phoenix Digital Corpon,6
"ORIGINUS, INC.",6
"ENCODE BIO, INC.",6
Sonoma Research Company,6
Solidlite Corp,6
Pdi Corp,6
IMMURX LLC,6
"El Dorado Engineering, Inc.",6
PDF SOLUTIONS,6
Enantigen Therapeutics,6
"AKINA, INC.",6
Agenus Inc.,6
"AGENTAI, INC.",6
"IBET, INC.",6
World-wide Innovative Tech,6
"IMPEL NEUROPHARMA, INC.",6
"IBEAM MATERIALS, INC.",6
Pettit Applied Technologies Inc,6
"Pavilion Technologies, Inc.",6
"AKRON RUBBER DEVELOPMENT LABORATORY,INCORPORATED",6
"ENDACEA, INC",6
"EG CROP SCIENCE, INC.",6
SOLERS INC.,6
"EFFECTIVE AUTOMATION SYSTEMS, INC",6
"Taylor Resources, Inc.",6
ELDERTIDE LLC,6
"Pearlhill Technologies, LLC",6
SOCIAL SOLUTIONS INTERNATIONAL,6
PEPGEN CORPORATION,6
"Elysium Therapeutics, Inc.",6
"AgRenew, Inc.",6
"Quantech, Inc.",6
Illinois Superconductor,6
"IGE THERAPEUTICS, INC.",6
"QUANTIGRAPHICS, INC.",6
Illuminaria LLC,6
Talandic Research Corp.,6
Sonata LLC,6
"Sonatech, Inc.",6
Electronic Warfare Associates,6
Peat Technologies Corporation,6
Imago Scientific Instruments,6
"IMBED BIOSCIENCES, INC",6
Peninsu-lab,6
Electronic Concepts &amp;,6
"QUANTUM GROUP, INC.",6
Electromagnetic Sciences Inc,6
Aginova Inc,6
Emissol LLC ,6
"Solon Consulting Group, Ltd.",6
"Xage Security, Inc.",6
"ENDECTRA, LLC",6
Inc.ubator Technologies Inc.,6
Sopris West Educational Services,6
"TECHEN, INC.",6
"TECH-KNOWLEDGE ADVANCEMENT, INC.",6
Xdata Corp.,6
Energy Materials Research,6
Information Analysis Corp.,6
"PARTNERS FOR HEALTH SYS, INC.",6
ECHO TECHNICAL,6
PhaseBio Pharmaceuticals Inc ,6
"INFORMATION MANAGEMENT CONSULTANTS, INC.",6
ENERGY QUEST TECHNOLOGIES INC,6
"XECHEM, INC.",6
AEROPLAS CORP. INTERNATIONAL,6
Patz Materials &amp; Technologies,6
PHELPS2020 INC,6
Paravax Inc.,6
"SOUTHERN SUN BIOSYSTEMS, INC.",6
Infrared Components Corp.,6
"Qrono, Inc.",6
"Wizbe Industries, Inc.",6
Qrona Technologies LLC,6
AeroChem Corporation,6
"InfraTech, Inc.",6
"SOVOZ, INC.",6
Eckenfelder Inc.,6
"PHASE IV SYSTEMS, INC.",6
"ALDATU BIOSCIENCES, INC.",6
"Energy Driven Technologies, LLC",6
ENDOMIMETICS LLC,6
Quartus Engineering Incorporated,6
"AFrame Digital, Inc.",6
"Alakai Defense Systems, Inc.",6
"Endoshape, Inc.",6
Sol-3 Resources Inc.,6
"PATHOVAX, LLC",6
"WOODBINE LABS, INC.",6
Indoor Biotechnologies Inc,6
Endpoint Technologies Inc.,6
"Edge Case Research, Inc.",6
"Quakewrap, Inc.",6
"Industry Vision Automation, Corp. ",6
"AFFOMIX, INC.",6
Inet Corp,6
"Infibertech, Corp,",6
"INFINITESIMAL, LLC",6
ECOPULSE,6
"Ecogen, Inc.",6
"PHARMASONICS, INC",6
SOURCE PRECISION MEDICINE,6
"DISAN, Inc.",6
"Enzymatics, Inc.",6
"Shuttle Pharmaceuticals, Inc.",6
Silicon Engines Inc,6
"IRVINE TECHNOLOGIES, LLC",6
SPECTRUMEDIX CORPORATION,6
Health Innovations Inc,6
Yaso Therapeutics Incorporated,6
"Pulse Therapeutics, Inc.",6
"ISOGENIS, INC.",6
"Apparati, Inc.",6
SILICON POWER CORPORATION,6
Pliant Energy Systems LLC,6
Istar Inc.,6
"ADLYFE, INC.",6
"IQuity Labs, Inc.",6
"Expansyn Technologies, Inc.",6
"Pulse Power Physics, Inc.",6
"IVREA, INC.",6
"HCO ANTIBODY, INC.",6
HC Chem Research &amp; Service Corp,6
"DARLINGTON, INC.",6
"The Innovation Laboratory, Inc.",6
"HBGary, Inc.",6
"RAYONIX, LLC",6
OMNIVIS INC,6
"APL Sciences, Inc.",6
"EXCERA MATERIALS GROUP, INC.",6
"Delphinus Medical Technologies, Inc",6
"AOPTIX TECHNOLOGIES, INC.",6
Invitron Corp,6
"DELLA ENTERPRISES, INC.",6
OPTI O2 LLC,6
"Purity Systems, Inc.",6
"Spectral Md, Inc. ",6
"DEHLSEN ASSOCIATES, LLC",6
"Tetravue,inc",6
HELIX RESEARCH COMPANY,6
"Antimicrobial Materials, Inc. ",6
"Helios, Inc.",6
"ADVANCED CELL DIAGNOSTICS, INC.",6
"SILVERCHAIR SCIENCE+COMMUNICATION, INC.",6
"EveryFit, Inc. (DBA &quot;QMedic&quot;)",6
"Open Additive, LLC",6
"PLANT SENSORY SYSTEMS, LLC",6
TF HEALTH CORPORATION,6
"HEART IMAGING TECHNOLOGIES, LLC",6
Rapport,6
Advanced Applications,6
"Tfr Technologies, Inc.",6
"DECIMMUNE THERAPEUTICS, INC",6
"SPECTRUM ASTRO, INC.",6
X-SCALESOLUTIONS LLC,6
"J.b.s. Technologies, Inc.",6
OMNIPHARM RESEARCH INTERNATIONAL INC.,6
"JOB PERFORMANCE SYSTEMS, INC.",6
"Olympic Research, Inc.",6
"Adaptive Technology, Inc.",6
"PTI RESEARCH, INC.",6
"Policell Technolpgies, Inc.",6
Cypros Pharmaceutical Corp.,6
"Siege Technologies, LLC",6
ADAPTIVE INTELLIGENT SYSTEMS,6
Far West Sensor Corp,6
Olis Engineering,6
POLNOX CORPORATION,6
Applied Resonance Technology,6
ExQor Technologies Inc,6
Psytec Corporation,6
"Applied Sciences Consultants,",6
"POLYCOMP TECHNOLOGIES, INC.",6
"THE WALSH GROUP, PA",6
"SPRUNG-BRETT RDI, INC.",6
"Cyclopure, Inc.",6
"Okean Solutions, Inc",6
"Applied Stemcell, Inc.",6
"SWB TURBINES, INC.",6
"GT UROLOGICAL, LLC",6
Halomine Inc.,6
Sierra Nevada Corporation,6
SPLIT ENGINEERING LLC,6
"APPLIED PERCEPTION, INC.",6
Adherence Technologies Corp.,6
EXSCIEN CORPORATION,6
DAMILIC Corporation,6
"EXTENDED HOME LIVING SERVICES, INC.",6
"DAKTARI DIAGNOSTICS, INC.",6
"Harvest Energy Technology, Inc",6
RBD GOVERNMENT SYSTEMS LLC,6
"SIGNAL SOLUTIONS, LLC",6
Signal Separation Tech,6
"Applied Immune Sciences, Inc.",6
"HARSH ENVIRONMENT APPLIED TECHNOLOGIES, INC.",6
YELLOWSTONE SCIENTIFIC INSTRUMENTS,6
"The Navtrol Company, Inc.",6
Spinix Corporation,6
THE OPEN GROUP,6
Signal Analytics Corp,6
"D &amp; S CONSULTANTS, INC.",6
Jaybridge Robotics,6
"CytoVale, Inc",6
"Applied Ocean Sciences, LLC",6
"JDLL, INC.",6
"Rangen, Inc.",6
EUVIS,6
"WEVOICE, Inc.",6
EPITRONICS CORP.,6
"DIGITAL AUTHENTICATION TECHNOLOGIES, INC.",6
"ADVANCED PHOTON SCIENCES, LLC",6
SPATIAL INTEGRATED SYSTEMS INC,6
"Speak Agent, Inc.",6
"Tera Research, Inc",6
"Phytotech, Inc.",6
"Oragenics, Inc.",6
"Epitomics, Inc.",6
Epitope Inc.,6
"DIFFINITY GENOMICS, INC.",6
DIFFERENTIAL PROTEOMICS INC,6
TENTGUILD ENGINEERING CO,6
Teragram Corporation,6
"EPOCH BIOSCIENCES, INC.",6
"Pickard, Lowe &amp; Garrick Inc.",6
WEST PORTAL SOFTWARE CORPORATION,6
Q-FLEX INC,6
Advanced Material Systems,6
"Sinovia Technologies, Inc.",6
"Advanced Marine Enterprises,",6
PICOYUNE,6
"Special Power Sources, LLC",6
"TENXSYS, INC.",6
RAFT LLC,6
HemCon Medical Technologies Inc,6
"ORDER STATUS VEHICLE, INC. (OSV)",6
"Organovo, Inc.",6
SYNTRONICS,6
"TEMEKU TECHNOLOGIES, INC.",6
"PHYGEN, INC.",6
Intelligent Machine,6
Intelligent Micro Systems Ltd,6
"AMERICAN SYSTEMS TECHNOLOGY, INC.",6
"PHYLOS, INC.",6
"AMES TECHNOLOGY, INC.",6
"AMETHYST TECHNOLOGIES, INC.",6
Temper Inc,6
"AMPHP, Inc.",6
Intelligent Software Solutions,6
"ADVANCED PROCESS COMBINATORICS, INC.",6
Tempest Microsystems,6
Physicon Inc,6
"DIGITAL SCINTIGRAPHICS, INC.",6
Digital Science Technologies LLC,6
Advanced Photonix,6
"SYNTIRON, LLC",6
"Synthonics, Inc.",6
HINETICS LLC,6
"ERCOLE BIOTECH, INC.",6
"DIAGNOSTIC PHOTONICS, INC.",6
"Diagnostic Biochips, Inc.",6
"Angiogen, Inc.",6
Tertl Studos LLC,6
"ADVANCED FIBER SENSORS, INC.",6
HEPATOSYS INC,6
Deseret Research Company Inc,6
Optimal Corp,6
Intrinsic Enterprises Inc,6
INTRINSIC LIFESCIENCES LLC,6
Dermaxon LLC,6
"Derivation Systems, Inc.",6
"ANGEL SECURE NETWORKS, INC.",6
Angstrom,6
"SPECIALTY DEVICES, INC.",6
Invenio Imaging Inc.,6
ADVANCED ELECTROMAGNETICS,6
"OPTICOMP NETWORKS, INC.",6
Etiometry Inc. ,6
"Synergistic Technologies, Inc.",6
"INVIRAGEN, LLC",6
EUMI SYSTEMS CORP.,6
"DELTA DEVELOPMENT TEAM, INC",6
"Delta Data Systems, Inc.",6
WEBSCIENCES INTERNATIONAL,6
"ANDROBIOSYS, INC.",6
Andgar Corporation,6
"INTRA-CELLULAR THERAPIES, INC.",6
"TERRY CONSULTANTS, INC.",6
"PIERRE, JOHN M",6
ANAGIN,6
"DiaCarta, Inc.",6
"ADVANCED INFONEERING, INC.",6
"Analysis, Integration And Design, Inc.",6
"Piezo Technology, Inc.",6
Developmental,6
Development Associates,6
Optivia Biotechnology Inc.,6
Devaney A J Assocs,6
"DeVal Life Cycle Support, LLC",6
Optitek Inc,6
"Anatagen Pharmaceuticals, Inc.",6
Optisensors Inc,6
"Anawah, Inc.",6
"Eskra Technical Products, Inc.",6
"DESIGNMEDIX, INC.",6
InterVision Media,6
"OPTIMUM TECHNOLOGIES, INC.",6
"INTRA MEDICAL IMAGING, LLC",6
"Design Intelligence Incorporated, LLC",6
"APPLIED DYNAMICS INTERNATIONAL, INC.",6
"Prolynx, LLC",6
"RIDGEWAY BIOSYSTEMS, INC.",6
"Net Squared, Inc.",6
"Saze Technologies, LLC ",6
"Beneficial Insectary, Inc.",6
NDP OPTRONICS LLC,6
Bolder Flight Systems Inc.,6
"Utah Geophysical, Inc.",6
"BIOMED SOFTWARE, INC.",6
Chemgen Corp.,6
"MILLIKELVIN TECHNOLOGIES, LLC",6
MEMBRANE PROTECTIVE TECHNOLOGIES,6
"MAXYGEN, INC.",6
NanoPore Incorporated,6
"MEEKS ASSOCIATES, INC.",6
MAMMATECH CORPORATION,6
Robotic Materials Inc.,6
CBRITE Inc,6
Ultra Safe Nuclear Corporation,6
"NetBio, Inc.",6
"Twinstrand Biosciences, Inc.",6
NANOMEMS RESEARCH LLC,6
MILLAR INC.,6
"MIDSCHOOLMATH, LLC",6
"Biological Monitoring, Inc.",6
"CASSIA, LLC",6
"RT SOLUTIONS, LLC",6
Bruce W Jorden &amp; Co Inc.,6
Micro Composite Materials,6
"CG Scientific, Inc.",6
VIRTUAL BRANDS,6
"Aymont Technology, Inc.",6
"B S T Systems, Inc.",6
Mclean Media,6
Mandala Biosciences LLC,6
"BIOMARCK PHARMACEUTICALS, LTD",6
"CARBOMER, INC.",6
MCCORMICK STEVENSON CORP,6
Magnolia Solar Inc.,6
"Lyssn.IO, INC.",6
"Multiscale Systems, Inc.",6
Biomol Research Laboratoryt,6
"Blue Sky Electronics, Llc",6
"VIDA DIAGNOSTICS, INC.",6
Verionix,6
"Marine Design Dynamics, Inc.",6
"TRIM-EDICINE, INC.",6
SAFELYYOU INC.,6
Metamorph Inc,6
VERIS TECHNOLOGIES INC,6
"Vidasym, Inc",6
MIOX Corporation,6
BioNet Sonar,6
"Tunnel Dust, Inc.",6
MUTHEN AND MUTHEN,6
"BAY GLASS RESEARCH, INC.",6
"TUNITAS THERAPEUTICS, INC.",6
