Company Name,Experience With SBIR Program
Creative LIBS Solutions,1
"Creative Light Source, Inc",8
Creative Logic Entertainment,2
"Creative Micro Designs, Inc.",2
CREATIVE MICROSYSTEMS CORPORATION,16
"CREATIVE OPTICS, INC.",25
CREATIVE POWER SOLUTIONS (USA) INC,3
"Creative Pultrusions, Inc",3
Creative Resonance Inc.,2
CREATIVE SCIENCE &amp; SOFTWARE SOLUTIONS,2
CREATIVE SCIENTIST INC,2
"Creative Technologies, Inc.",10
Creative Technology,1
"Creative Technology Applications, Inc",1
"Creative Thermal Solutions, Inc.",3
CreativeC LLC,2
Creativision Inc,1
"Creatv MicroTech, Inc.",28
"Creava, Inc.",1
"CreCare, LLC",6
Credential Assurance Group,2
CREE LIGHTING FKAWIDEGAP TECHNOLOGY,3
"CREE RESEARCH, INC.",34
"Creidy, Inc.",1
Cremat,5
CREmedical Corp,4
"CRENEAUX ENTERPRISES, LLC",4
CREODYNE LLC,1
CREONEX SYSTEMS INC.,9
CREOSALUS INC.,1
"Crescendo Bioscience, Inc.",1
Crescent Bay Software Corporation,2
CRESCENT INNOVATIONS INC,1
Crestone Computing LLC,1
"CRESTONE, INC.",5
CREW Services LLC,1
Crew Systems Consultants,6
"CREW TRAINING INTERNATIONAL, INC.",2
Cri Ltd,2
"CRI Recycling Services, Inc.",2
"Cricket System Incorporated,The",2
CRILE CARVEY CONSULTING INC,2
Crimmins A G,2
"CRIMSON VISTA, INC.",1
"Crinetics Pharmaceuticals, Inc.",11
"Crisis Simulations International, LLC",2
"Criterion Health, Inc.",3
Crites Enterprises,1
"Critical Angle, L.L.C.",3
CRITICAL APP LLC,1
"CRITICAL ARCHITECTURES, LLC",3
"Critical Care Analytics, Inc.",1
"Critical Care Innovations, Inc.",2
"Critical Communications, Controls and Instruments, LLC",9
"Critical Concepts, Inc.",5
"Critical Frequency Design, LLC",2
"CRITICAL IMAGING, LLC",4
Critical Innovations LLC,12
"Critical Link, LLC",2
"Critical Mass Interactive, Inc.",1
Critical Technologies Inc ,15
CRITITECH,2
CRM MEDICAL DEVICES INC,1
"CRM Solutions, Inc.",2
"CRO LABORATORIES, INC.",1
"CromTec Cyber Solutions, Inc.",2
"Crono, LLC.",1
"CRONUS, LLC",2
"CROPSOLUTION, INC.",3
CROPTECH CORPORATION,10
Cross Creek Recreational,1
Cross Cut Media,2
"Cross Domain Systems, Inc.",1
CROSS MATCH TECHNOLOGIES,1
"CROSS TRAC ENGINEERING, INC.",6
Crossbow,2
"CROSSCART, INC.",1
"CrossComm, Inc.",1
Crossfield Technology Llc,38
Crosslife Technologies Inc.,17
"CrossLiner, Inc.",2
Crosslink,1
"CrossLink Composites, Inc.",1
CROSSLINK GENETICS CORPORATION,4
CROSSROADS CONSULTING LLC ,2
CROSSTALK LLC,1
"Crow King Studios, LLC",2
"Crowdai, Inc.",8
CROWDBOTICS CORP,2
"Crown Communications, Inc.",1
"CROWN CONSULTING, INC.",7
"CRS INFORMATION SYSTEMS, LLC",1
"Cruachem, Inc.",1
"CRUCIAL SECURITY, INC.",3
"Crunch Software, Corp",3
CRUSOE SURVIVAL LLC,2
"Cruz Foam, Inc.",2
"Cruze Distribution, LLC",4
CRYE ASSOCIATES LLC,4
"Cryo Energy Systems, Inc.",2
Cryo General Corp,2
"Cryo Industries of America, Inc.",3
"CRYOCO, INC.",5
CRYOCRATE LLC,6
"CRYODESALINATION, LLC",1
"CryoFacets, Inc.",4
"CryoFuel Systems, Inc.",2
"Cryogenic Applications F, Inc.",14
Cryogenic Engineering,1
"Cryogenic Materials, Inc.",2
Cryogenic Technical,5
"CRYOLIFE, INC.",18
"Cryomagnetics, Inc.",19
"Cryomech, Inc.",1
"CRYOMECHANICS, LLC",1
"CRYOMEDICAL SCIENCES, INC.",4
"Cryoocyte, Inc.",2
Cryopharm Corp.,2
"Cryopower Associates, Inc.",3
CRYOWAVE ADVANCED TECHNOLGIES INC,3
"CRYPTEK, INC.",2
"CRYPTIC VECTOR, LLC",4
"CryptoMove, Inc.",2
Cryschem Inc,2
"Crystacomm, Inc.",1
Crystal Associates Inc,21
"CRYSTAL BIOSCIENCE, INC.",4
CRYSTAL DECISION SYSTEMS,3
"CRYSTAL GENESIS, LLC",3
"Crystal IS, Inc.",17
"CRYSTAL PHOTONICS, INC.",1
CRYSTAL PLEX,1
CRYSTAL RESEARCH,10
"Crystal Research, Inc.",24
Crystal River Engineering,2
Crystal Specialties Inc.,1
"Crystal Systems, Inc.",42
"CRYSTALIZ, INC.",9
"Crystalline Mirror Solutions, LLC",2
"Crystallod, Inc.",2
Crystallume/edi,52
Crystals &amp; Ceramic,4
Crysteco Inc,1
Crystica Inc,1
"Cs3, Inc.",6
"CSA Engineering, Inc.",122
CSD Nano,2
"CSIDEALAB, LLC",2
Csl Opto-electronics,2
"CSquared Innovations, Inc ",2
"Csr, Inc.",4
Cst Inc,1
CSWITCH CORP.,1
CT RESOURCES INC,3
CTEN GLOBAL STRATEGIES LLC,1
"CTFusion, Inc.",1
"CTI AND ASSOCIATES, INC. ",1
"CTI SERVICES, INC.",27
Ctl-aerospace Inc,1
Ctr. For Consumer Healthcare,1
CTS,1
"Ctsa, Inc.",1
CTT,4
"CTW Development Company, LLC",3
CU AEROSPACE L.L.C.,75
"Cub Crafters, Inc.",1
CUBE Technology,12
CUBECAB CO,1
CUBEN FIBER CORP.,2
"Cuberg, Inc.",5
"Cubewano USA, LLC",1
"CubeWorks, Inc.",2
"CUBIC AEROSPACE, LLC",5
"CUBIST PHARMACEUTICALS, INC.",18
"CUE BIOTECH, INC.",6
"Cuethink, Inc.",4
"Cullimore &amp; Ring Technologies, Inc.",14
Culmini Inc.,2
CULNEXIN THERAPEUTICS LLC,1
"Culture Care, Inc.",2
"Culture Fuels, Inc.",1
"Culture Robotics, Inc",2
"Cultured Abalone Farm LLC, The",2
CUMBERLAND PHARMACEUTICALS INC.,10
"CUMBRE, INC.",2
CUMING MICROWAVE CORP.,2
"Cummings Aerospace, Inc.",1
"Cummings Engineering Consultants, Inc.",2
"Curadel, LLC",2
Curagen Corporation,8
"Curant, Inc.",2
"CURATED NETWORKS, INC",1
"Curative Technologies, Inc.",1
Curazel LLC,1
"CuRE Innovations, LLC",1
Cure Network Dolby Acceleration Partners LLC,1
"Curebiotech, Inc.",2
"CUREFAKTOR PHARMACEUTICALS, LLC",1
"CURELAB, INC.",2
"CUREVEDA, LLC",3
"CURI BIO, INC.",12
Curie Co. Inc.,2
Curii Corporation,2
CURIO INTERACTIVE LLC,1
CurlBio LLC,2
CuronBiotech Inc,2
"CUROVERSE, INC.",2
"CURRAGH CHEMISTRIES, INC.",2
"Current Conceptions, Inc.",3
CURRENT DESIGNS INC ,1
CURRENT SURGICAL INC,1
"CURRICULAWORKS, INC.",2
CURRICULUM CORP.,2
Curriculum Design And Training,1
"CURTANA PHARMACEUTICALS, INC.",2
Curtis Johnson,1
Curtis Wade Engineering Corp,2
Curtiss Healthcare,1
Curuvar LLC,1
Curza Global LLC,2
CUSATIS COMPUTATIONAL SERVICES INC.,1
Cushing Associates Inc,2
"CUSTOM AG SOLUTIONS, INC.",2
"Custom Analytical Engineering Systems, I",9
Custom Computers,1
CUSTOM DATA INC,1
"CUSTOM ELECTRONICS, INC.",6
Custom Manufacturing &amp;,2
"Custom Manufacturing &amp; Engineering, Inc.",30
"Custom Materials, Inc.",3
"CUSTOM MICROELECTRONIC SYSTEMS, INC.",4
"Custom Mmic Design Services, Inc.",13
"Custom Research Engineering,",4
Custom Scientific,3
Custom Software Services,1
Custom Synthesis Inc,2
"CUSTOM TECHNOLOGIES, LLC",2
"Custom Technology, Ltd.",1
"Custom Transit, Inc.",1
"CUSTOMARRAY, INC.",3
customized learning Exercises for Aural Rehabilitation (clEAR) LLC,2
"CUSTOMKYNETICS, INC.",18
"Cutanogen, Inc.",4
"Cutting Edge Optronics, Inc.",6
"CUTTING EDGE SUPERCONDUCTORS, INC.",1
Cuyuna Engine Co,1
"CV Technology, Inc. ",1
CV THERAPEUTICS,1
"Cva Media, Inc.",1
Cvc Products,4
Cvd,1
CVD Equipment Corporation,2
Cvd Inc,6
CVD MesoScribe Technologies Corporation,2
Cvi Inc.,2
CVI LASER,1
"Cvi Laser Corp, East",1
CVISION AI INC,4
"CVISION Technologies, Inc.",3
Cw Aerotech Services,1
"CW OPTICS, INC.",15
"Cx Therapeutics, Inc",1
"Cyan Systems, Inc.",26
CYANOTECH CORPORATION,1
CyanVac LLC,1
"Cybel, LLC",1
CYBELE MICROBIOME INC,1
"Cyber 20/20, Inc.",1
Cyber Analytics Inc,1
"CYBER DEFENSE AGENCY, LLC",7
"Cyber Dynamics, Inc.",1
"Cyber Equations, Inc.",1
CYBER LEARNING CORPORATION,3
Cyber Materials LLC,7
"Cyber Point International, LLC",2
Cyber Reliant Corp.,1
"Cyber Solutions, Inc.",1
"CYBER SPK, LLC",2
"Cyber Technology, Inc.",5
CyberAnalytix,1
"CyberCentric Technologies, Inc.",1
Cybercom Research Corp,2
"CyberConnect EZ, LLC",11
"Cyberderm, Inc.",1
"CYBERDYNAMICS, INC.",9
CYBERGENETICS CORPORATION,4
Cyberinfrastructure Technologies Inc.,1
"CYBERKINETICS, INC.",4
"Cyberlab, Inc.",1
CYBERLOGIC INC,13
Cybermation Inc.,3
Cybermetrics Testing Services,1
Cybernet Systems Corporation,279
CYBERNETIC HEALTH SYSTEMS CORPORATION,2
"Cyberneutics, Inc.",6
Cybernomics Inc,1
Cyberoptics Corp,5
"CYBERRND, INC.",5
CYBERROCK INC.,2
"CyberScan Technologies, Inc.",3
Cybersim Systems Inc.,1
Cybersonics,2
CyberWinter Studios LLC,4
"Cybitron, LLC",1
"Cybo Robots, Inc.",1
"Cyborgan, Inc.",2
"Cybosoft, General Cybernation Group, Inc.",6
"CYBOTIC TECHNOLOGIES, INC.",1
"Cybrary, Inc.",2
"Cybrexa, Inc.",2
CybrSecurity Corporation,2
Cycladex Inc,2
"Cyclewood Solutions, Inc",2
"Cyclops Research &amp; Development, Inc.",2
"CYCLOPTICS TECHNOLOGIES, LLC",2
"Cyclopure, Inc.",6
Cyclos Semiconductor,2
CYCLOTEC ADVANCED MEDICAL TECHNOLOGIES,1
"Cyclotec Medical Industries,",2
Cyclus EnviroSystems,1
CyclusBreak,1
"CYCORP, INC.",12
Cycronix,2
"CyDesign Labs, Inc.",1
CYENTECH CONSULTING LLC,5
Cygnus Imaging Corp.,1
Cygnus Innovations &amp; Scientific Research,1
Cygnus Laser Corp.,10
"CYGNUS, INC.",11
CYION TECHNOLOGIES LLC ,2
"CYKE, INC.",14
CykloBurn Technologies LLC,1
"Cylerus, Inc.",3
"Cyltek, Inc.",1
Cym Scientific,1
Cyma Corporation,5
Cymer Laser Technologies,2
"CYMETECH, LLC",1
"CYMFONY, INC.",19
"CYNCA LABORATORIES, INC.",1
Cynetics Corp.,2
"Cynosure, Inc.",13
"Cyntelix, Inc.",1
"CYNTELLECT, INC.",23
Cynvec LLC ,3
"CYNVENIO BIOSYSTEMS, INC.",5
CyOne Inc,1
"Cyphy Works, Inc.",3
"CYPRESS SYSTEMS, INC.",1
"CYPRIS MATERIALS, INC.",2
"CYPRIS, LLC",1
Cypros Pharmaceutical Corp.,6
"CYRANO SCIENCES, INC.",7
"CYRUS BIOTECHNOLOGY, INC.",1
Cytec Corporation,1
Cytec Inc,1
CYTEGEN CORP,3
"Cyteir Therapeutics, Inc.",2
Cytel Corp.,8
CYTEL SOFTWARE CORPORATION,38
"CYTERNEX, INC.",1
CYTERRA CORP.,2
"Cytex Therapeutics, Inc.",20
Cythereal Inc.,1
"CYTIMMUNE SCIENCES, INC.",3
Cyto Fluidics Inc.,3
"CYTO PULSE SCIENCES, INC.",2
"Cytoagents, Inc.",2
"CytoAstra, LLC",2
"CYTOBANK, INC.",7
CYTOBIOSCIENCE INC,1
"Cytochem, Inc.",4
"CYTOCURE, LLC",5
Cytocybernetics Inc,5
"Cytodel, Inc.",1
"CYTODESIGN, INC.",7
"Cytodiagnostics, Inc.",4
Cytogen Corpon,2
Cytogen Research &amp; Development,2
"CYTOGENIX, INC.",3
"CYTOGRAFT TISSUE ENGINEERING, INC.",7
Cytoimage Inc.,2
CytoInformatics LLC,2
"CYTOKINE NETWORK, INC.",4
"CYTOKINETICS, INC.",5
"CYTOLOGISTICS, LLC",1
CYTOLOGIX CORPORATION,5
"CYTOLUMINA TECHNOLOGIES CORPORATION, INC",2
"CytoMag, LLC",2
"CYTOMATION GTX, INC.",3
"Cytomatrix, LLC",10
"Cytomed, Inc.",2
"CYTOMETIX, INC.",1
Cytometrics Inc,1
"Cytometry Associates, Inc.",2
"CYTOMICS ANALYTICAL, LLC ",2
"CYTOMX THERAPEUTICS, LLC",2
CYTONICS CORPORATION,2
"Cytonome, Inc.",3
CYTONUS THERAPEUTICS INC,5
"CYTOPRINT, INC.",2
"Cytopro, Inc.",3
Cytoptics Corporation ,2
"CYTORECOVERY, INC.",1
"CYTORI THERAPEUTICS, INC.",1
"Cytosignet, Inc",1
CytoSite BioPharma Inc.,2
"CYTOSKELETON, INC",7
CYTOSOLV INC.,3
CYTOSORBENTS MEDICAL INC,15
Cytotech International Inc.,1
"Cytotherapeutics, Inc.",2
"CytoVale, Inc",6
"CYTOVAS, LLC",2
"CYTOVERA, INC.",2
CYTOVERIS INC,1
CYTRX CORPORATION,5
CYTYC Corporation,5
"CYVOLT ENERGY SYSTEMS, INC.",1
D &amp; A Instrument Company,4
D &amp; K Engineering,1
"D &amp; R TECHNICAL SOLUTIONS, INC.",2
"D &amp; S CONSULTANTS, INC.",6
"D &amp; W Enterprises, Ltd.",1
D 2 INCORPORATED,8
"D And M Computing, Inc",1
D&amp;E PROPULSION &amp; POWER SYSTEMS,2
"D&amp;E TECHNICAL, INC",3
D&amp;P LLC,20
"D&#039;Angelo Technologies, LLC",14
"D&#039;Vinci Interactive, Inc.",2
D-Star Engineering Corporation,23
D-star Laboratorytories,1
"D-Star Technologies, Inc.",3
"D-TECH, LLC",9
D. C. Rich Company,1
"D. G. O&#039;brien, Inc.",1
"D. Wheatley Enterprises, Inc.",1
D.N. AMERICAN,7
D.R.T.S. ENTERPRISES LTD.,1
D.v. Inc,1
D2 Associates,2
D2C Corporation,3
"D2G ONCOLOGY, INC.",1
D3 ENGINEERING,1
D3D Technologies Inc,1
"DA YU ENTERPRISES, L.L.C.",1
Daat Research,10
DAC International,3
"DAC Tools, LLC",1
"DACAR, Inc",1
"DACCO SCI, INC.",26
"Daedalean Associates, Inc.",1
Daedalian System Corp,1
"Daedalus Enterprises, Inc.",29
"DAEDALUS INNOVATIONS, LLC",4
Daedalus Research Inc.,10
"DAEDALUS WINGS, INC.",8
Dagan Corp,1
"Dagan, Inc.",4
Daggett Surveying Inc.,1
Dagonet Software,2
DAHL NATURAL L.L.C.,3
"Dahlia Biosciences, inc.",2
Dai  Inc,1
"DAICO INDUSTRIES, INC",4
Daina,7
"DAIRILEAN, INC.",7
DAIRY VETERINARIANS GROUP,5
Dais-Analytic Corp,1
Dakin Lawtech Llc,1
Dakkro Corp,1
"Dakota Alpha, Inc.",1
DAKOTA ANALYTICAL SOLUTIONS,2
Dakota Ridge R&amp;D,3
"DAKOTA TECHNOLOGIES, INC.",41
"DAKTARI DIAGNOSTICS, INC.",6
Dale Geske Mcwilliams &amp; Sherid,1
Dallas Optical Systems Inc,8
Daltex Medical Sciences Inc.,2
DAMASK SOLUTIONS,1
"Damaskos, Inc.",20
Dame Engineering Inc.,1
DAMILIC Corporation,6
Damona Service Co. &amp; Fastenix,1
"DAMPING TECHNOLOGIES, INC.",4
"DAN MACLEOD, LLC",2
Dan-ka Products Inc.,2
"DANA PHARMACEUTICAL CONSULTING, INC.",1
Dana-farber Cancer Institute,1
Danbury Enterprises LLC,1
Dancing Dots Braille Music Technology,2
Dancing Dots Braille Music Technology LP,14
DAND FISH FARM,2
Dandelion Science Corp,1
Daniel &amp; Associates Inc.,1
"Daniel B. Stephens &amp; Associates, Inc.",8
Daniel C Palanza,1
Daniel Campbell,2
Daniel H. Valles &amp; Assoc.,1
"DANIEL H. WAGNER ASSOCIATES, INCORPORATED",219
Daniel Kerschensteiner Assoc.,1
DANIELS MANUFACTURING CORP.,1
"Danimer Scientific, LLC",2
"DANTE Solutions, Inc.",12
"Dantec Engineering, Inc.",4
"DANYA INSTITUTE, INC.",3
"DANYA INTERNATIONAL, INC.",109
DAQRI LLC,1
DARA AVIATION,1
Darcy Solutions Inc.,4
"Dare Bioscience, Inc.",4
DARK WOLF SOLUTIONS LLC,3
"DARLINGTON, INC.",6
"Darpharma, Inc.",2
Dart Communications,1
Daryoush GEMS Inc,4
Daryoush Growgh Eng. &amp; Mgmt.,2
"Dascena, Inc.",9
"DASFANH BIOSCIENCES, LLC",1
Dasgroup,3
"DASH Systems, Inc.",1
Dasion Corporation,1
DAST,7
Dasys Inc.,3
Data Access Technologies Inc ,3
DATA BLUEPRINT,1
Data Communications Corp.,1
"DATA DESCRIPTION, INC.",3
DATA DESIGN CORP.,2
Data Directions Inc.,1
"DATA DRIVEN DECISIONS, LLC",1
Data Flux Systems Inc.,1
"Data Fusion &amp; Neural Networks, LLC",28
Data Fusion Corporation,54
"Data Harbor, Inc.",1
"Data Management Services, Inc.",2
"Data Numerica Institute, Inc.",10
"Data Parallel Systems, Inc.",5
DATA PROCESS TECHNOLOGIES,2
Data Products LLC,2
Data Ray,1
"Data Refining Technologies,",1
Data Research &amp; Analysis Corp.,7
"DATA SCIENCES INTERNATIONAL, INC",14
Data Security Technologies LLC,3
"Data Security, Inc.",2
Data Society LLC,2
Data Spectrum Corporation,2
"DATA STAR, INC",1
Data Systems Analysts Inc.,2
"Data2Care Technologies, LLC",1
DATA2DISCOVERY INC,2
Dataaspects Corp.,1
Database Associates,2
Datachat Inc,2
"DATACICADA, LLC",1
"DATACRUNCH LAB, L. L. C.",1
Dataflow Computer Corp.,1
Dataflow Systems,1
"DataFlow/Alaska, Inc.",2
"DATALASE, INC.",1
"DATALINE, INC.",2
"DATAMAT SYSTEMS RESEARCH, INC.",20
DATANCHOR INC,1
Datanova Scientific LLC ,4
DataSoft Corp.,36
"Datasonics, Inc.",12
Dataspan Inc,1
"DATATEK APPLICATIONS, INC.",2
DATAWARE,2
"DATAWARE VENTURES, LLC ",1
Datawise Inc,2
Datec Inc,1
Dating Violence Protection,1
DATIRIUM LLC,1
"Datron Advanced Technology Group, Inc.",3
Datum-x,1
Daubin Systems Corp.,2
DAVARD MARINE,2
Davicon Inc,1
"DAVID BUCZEK &amp; ASSOC., INC.",5
David C. Smith,2
DAVID CLARK COMPANY INCORPORATED,2
David Dubbink Associates,2
"David Gordon Associates, Inc.",2
David Hall Consulting,1
David L. Heiserman,1
David M Dornbusch &amp; Co Inc.,2
David Wojick,5
"DAVIDSON INSTRUMENTS, INC.",3
"DAVIDSON TECHNOLOGIES, INC.",8
DaVin Corp.,2
DAVINCI BIO INC,3
Davinci Research Group,2
DAVIS AIRCRAFT PRODUCTS CO; INC.,1
"DAVIS DEFENSE GROUP, INC.",1
"Davis Energy Group, Inc.",5
"DAVIS MODEL PRODUCTS, LLC DBA DAVIS DIES",3
Davis Positioning Systems Inc,1
Davis Sciences Corporation ,4
"Davis Technologies International, Inc. ",8
"DAVREN US NUTS, LLC",1
"DAWKINS PRODUCTIONS, INC.",7
Dawn Research Inc,2
Dawn Technologies Inc.,2
Dawnsignpress,1
DAX TECHNOLOGIES INTERNATIONAL,4
Daxor Corporation ,5
"Day Zero Diagnostics, Inc.",2
"DAYA DRUG DISCOVERIES, INC.",2
"DAYCHEM LABORATORIES, INC.",2
Daylight Solutions,10
"DAYLYTE, INC.",1
"DAYSAI BIOPHARMACEUTICALS, INC.",1
DayStar Research,2
"DAYSTAR TECHNOLOGIES, INC.",2
Dayton Reliable Tool &amp; Mfg. Co.,1
"DAYTON T. BROWN, INC.",11
Db Environmental Laboratory In,4
"DB Systems, Inc.",1
"Dba Systems, Inc.",7
"dbaza, inc",7
"DBC COMMUNICATIONS, INC.",4
DBC Technology Corp.,15
DBI,1
"dBmCorp, Inc",1
Dbr Engineering,1
"DBS Productions, LLC",3
"DBV Technology, LLC",3
DC HOPKINS &amp; ASSOCIATES,3
DC Instruments,2
DC&#039;s Machining,1
"Dch Technology, Inc.",1
Dci Inc,2
DCM ASSOCIATES,3
"DCM Research Resources, LLC",7
"Dcode Group, Inc., The",1
DCS CORP.,45
"Dcv Technologies, Inc.",2
"Dcw Industries, Inc.",3
"DD Therapeutics, LLC",1
Ddg Inc,1
"DDL Omni Engineering, LLC",14
"DDOTS, INC.",3
"Ddx, Inc.",4
De Novo DNA,2
"De Novo, Inc.",1
"DE TECHNOLOGIES, INC",36
Deacon Research,65
DEAL CORP ,4
"DEAN APPLIED TECHNOLOGY CO., INC.",2
"Dean Chavers Associates, Inc.",1
"Dean Environmental Recycling,",1
Dean P Bell &amp; Assoc Inc,1
Dean Technology Inc,1
DEARBORN GAGE CO.,3
Deaton Ashcraft Group Inc.,1
Debl Associates,1
Deborah Hasin,2
"DEBUTANTE, INC.",1
Deca-Medics,3
Decagon Devices Inc.,1
Decel Inc.,3
"Decibel Research, Inc.",28
"Decimal, LLC",2
"DECIMMUNE THERAPEUTICS, INC",6
Decipher Technology Studios LLC,2
"Decision Biomarkers, Inc.",1
DECISION DEMOGRAPHICS,10
DECISION DETECTIVE CORPORATION,3
"Decision Dynamics, Inc.",21
DECISION IMAGES,1
Decision Lens Inc.,2
Decision Science Associates,49
"DECISION SCIENCES, INC.",4
Decision Support Technology In,1
Decision Systems Intl,13
"Decision Technology Network,",1
Decision-science,22
Decisionfx,1
"DECISIV INTERVENTIONS, LLC",1
DECISIVE ANALYTICS CORPORATION,143
DECISIVE POINT LLC,2
"Decisive Point, LLC",3
"Decker Engineering, Inc.",1
DECONTAMINATION TECHNOLOGY SYS,1
"DEDECKER CONSULTING, LLC",1
"Dedicated Electronics, Inc.",8
Dedicated Response,1
DEDUCTIVE SOLUTIONS,1
"DEEGAN RESEARCH GROUP, INC.",15
Deep Analytics LLC,3
"Deep Blue Medical Advances, Inc. ",5
"Deep Creek Pharma, LLC",1
"Deep Learning Analytics, Llc",3
"Deep North, Inc.",1
"Deep Ocean Engineering, Inc.",7
"Deep Reach Technology, Inc.",4
Deep Sea DNA,3
Deep Space Industries Inc.,3
Deep Springs Technology,5
"Deep Web Technologies, Llc",22
DeepAnalytX LLC,1
DEEPBITS TECHNOLOGY LLC,3
"DEEPCAST, LLC",1
Deepconvo Inc.,1
"DEEPHEALTH, INC.",4
DeepQuest LLC,1
"DeepScale, Inc.",2
Deepsea Power &amp; Light,1
"DEEPSEMAPHORE, LLC",2
Deepsig Inc.,3
"DeepSim, Inc.",1
"Deepwave Technologies, Inc.",1
Deerfield Controls,1
Deering System Design Consulta,1
"Def-Logix, Inc.",3
DEFENDER LLC,2
Defendry LLC,1
Defense Electromagnetic Analys,4
Defense Electronics Corporation ,4
Defense Engineering Corporation,13
Defense Engineering Services LLC,1
Defense Group Inc.,14
"DEFENSE LIFE SCIENCES, LLC",3
"Defense Photonics Group, Inc.",1
"Defense Research Associates, Inc.",63
"DEFENSE RESEARCH TECHNOLOGIES, INC.",20
Defense Systems Inc.,27
"DEFENSE TECHNOLOGIES, INC.",7
"DEFIANT TECHNOLOGIES, INC.",4
"Defined Bioscience, Inc.",1
"DefineX, LLC",1
Definitive Biotechnologies LLC,1
"DEFT, INC.",3
"DEGATECH SYSTEMS, INC.",1
"DEGGE GROUP, LTD.",7
Dehan Engineering Numerics,3
"DEHLSEN ASSOCIATES, LLC",6
"DEI Group, Inc., The",2
Dei-tech Incorporation,1
"DEICON, INC.",3
Dejarnette Research Systems,2
DEKK-TEC INC,19
Del Mar Avionics,1
"Del Norte Technology, Inc.",1
"Delaware Diamond Knives, Inc",4
"DELCROSS TECHNOLOGIES, LLC",35
"DeLeon, Augustina S",1
Delex Systems Inc,1
Delfin Systems,22
"Delight Foods, Inc.",4
DELIMA ASSOCIATES,5
"DELLA ENTERPRISES, INC.",6
Delphi Communication Systems,3
"Delphi Genomics, LLC",1
Delphi Pharmaceuticals Inc,1
Delphi Research Inc,8
"Delphinus Medical Technologies, Inc",6
DELPHIRE INC,1
DELPOR INC,8
"DELSITE BIOTECHNOLOGIES, INC.",1
"Delsys, Inc.",11
"Delta Data Systems, Inc.",6
"DELTA DEVELOPMENT TEAM, INC",6
"DELTA EPSILON TECHNOLOGIES, LLC",2
Delta G Corp,5
DELTA GROUP INTERNATIONAL LLC,8
"Delta Health and Wellness Consulting, LLC ",1
"Delta Information Systems, Inc.",16
Delta M Corp.on,3
"Delta Metals, Inc.",1
Delta Optics,1
"Delta Pharmaceuticals, Inc.",1
Delta Research Group Inc,3
Delta Sigma Company LLC,1
Delta Software,2
Delta Systems,1
Delta Velocity Corporation,3
"Delta Zee Solutions, L.L.C.",1
"DELTAGEN PROTEOMICS, INC.",4
"DeltaHawk, Inc.",1
DELTAMETRICS,4
DeltaNu,1
Deltatech Inc,1
Deltronic Crystal Indust Inc.,3
"DELUGE BIOTECHNOLOGIES, INC.",3
"Delux Advanced Manufacturing, LLC",8
"DEMACO, INC.",12
"DEMARIA ELECTROOPTICS SYSTEMS, INC.",8
"Dementia Care Management, Inc.",1
"DEMETER BIOTECHNOLOGIES, LTD.",3
"Demeton Technologies, Inc.",7
Demografx,2
Demographic Analysis System,1
"DEMOGRAPHIC CONSULTING, INC.",1
DEMOGRAPHIC DATA FOR DECISION,1
Dena Scientific,1
"Dena Technologies, Inc.",1
"DENDRITECH, INC",13
"DENDRITIC NANOTECHNOLOGIES, INC.",1
Denet Labs  LLC,1
"DENIM GROUP, LTD.",4
DeNovoTherapies LLC,2
"DENOVX, LLC",8
DensePower LLC,1
DENTAL DESIGNS OF DALLAS,3
"Dental Technologies, Inc.",1
Dentalasers,1
Dentigenix,2
Dentuit Imaging LLC,1
Denver Surgical Developments,1
Dependable Computing LLC,3
DEPHY INC,2
"Deployable Space Systems, Inc.",56
Deposition Research Lab,3
"Deposition Sciences, Inc.",3
Derep,1
"Derivation Systems, Inc.",6
DERMAL SYSTEMS INTERNATIONAL,4
Dermalytica Inc.,3
"DERMATEX, LLC",1
Dermaxon LLC,6
"Dermigen, Inc.",3
DERRAY PARTNERS,3
Desantage Corporation,3
"DESC, Inc.",1
"Descartes Labs, Inc.",3
"DESCHUTES RESEARCH, INC.",27
Descript Co,1
"Dese Research, Inc.",9
Deseret Electronics Research Corporation,1
Deseret Research Company Inc,6
"Desert Beam Technologies, LLC",3
"Desert Microtechnology Associates, Inc.",1
"DESERT STAR SYSTEMS, LLC",16
Desert Valley Tech Inc.,1
DesiCorp Inc,1
"Design Able, Inc.",2
Design Automation Associates,4
"DESIGN BY ANALYSIS, INC.",2
Design Circuits Inc,2
Design Communications Inc.,2
"Design Concepts, Incorporated",2
Design Continuum,2
Design Engineering Inc,3
"Design Evaluation 4, Inc.",1
"Design Intelligence Incorporated, LLC",6
"Design Interactive, Inc",90
"DESIGN MILL, INC.",2
DESIGN NET ENGINEERING LLC,21
"Design Science, Inc.",2
"DESIGN THERAPEUTICS, INC.",2
"Design Therapeutics, Inc.",2
"Design West Technologies, Inc.",2
"DESIGN, ANALYSIS AND RESEARCH CORPORATION",9
Design-Zyme LLC,4
Design/analysis Services Co,1
DESIGN/BUILD ARCHITECTS-WEST MFG JV,1
Designatronics Inc,1
Designed Altobaric Technology Incorporated,1
"DESIGNED NANOTUBES, LLC",1
Designers &amp; Planners Inc,5
"DESIGNMEDIX, INC.",6
Designs &amp; Prototypes,2
"Designs by Natural Processes, Inc.",2
"Desilube Technology, Inc.",4
"Desktop Aeronautics, Inc.",3
